#REFDATE 2006-10-01 00:00:00
#     Time        WW       Cap      Tair      Patm      Hrel      Nebu    Pr?ip.
     T         WINDS     WINDD      TAIR      PATM      HREL      CLDC    RAINC
      sec       m/s         ?        ?C      mbar         %      octa m3/s/m2*e-8
  37022400        11       300     15.1    1006.4         48         2 0.000E+00
  37033200     10.1        300     14.2    1006.5         54         1 0.000E+00
  37044000      6.9        310     11.5    1009.5         64         1 0.000E+00
  37054800      5.4        290      9.7    1011.6         73         2 0.000E+00
  37065600      4.7        310      8.8    1012.1         73         1 0.000E+00
  37076400      3.5        310      6.8    1012.3         81         1 0.000E+00
  37087200      7.9        320         8   1012.6         74         2 0.000E+00
  37098000      8.2        300     10.5    1014.3         69         3 0.000E+00
  37108800        13       330        14   1014.3         50         3 0.000E+00
  37119600        10       320     13.2    1015.9         51         7 0.000E+00
  37130400     11.2        350     11.7    1017.5         55         2 0.000E+00
  37141200      4.5        270     10.7    1019.2         61         3 0.000E+00
  37152000      2.5         30      8.7       1020        66         2 0.000E+00
  37162800      1.5        270      6.1    1019.7         73         2 0.000E+00
  37173600         2       140      4.4    1019.4         86         4 0.000E+00
  37184400      0.7        360      7.9       1021        73         2 0.000E+00
  37195200      1.4        290     13.4    1020.3         52         1 0.000E+00
  37206000      0.6        290     15.7       1020        52         1 0.000E+00
  37216800      0.6        230      8.4    1020.5         83         3 0.000E+00
  37227600      1.3        130      6.7    1020.3         89         3 0.000E+00
  37238400      0.5        110      6.1    1019.8         90         6 0.000E+00
  37249200      1.6        290      5.8    1019.6         91         6 0.000E+00
  37260000         8       310      9.7    1019.5         82         3 0.000E+00
  37270800      7.6        320     12.8    1020.3         67         5 0.000E+00
  37281600     12.9        320     15.6    1019.2         54         6 0.000E+00
  37292400      8.7        320     15.5    1018.2         48         5 9.720E-03
  37303200      6.9        330     13.7    1018.1         53         4 1.836E-02
  37314000      5.7        310        11   1017.9         71         7 2.808E-02
  37324800      5.8        310     10.4    1016.8         75         7 3.780E-02
  37335600      0.7        220      8.1       1015        83         7 4.644E-02
  37346400      0.5        210      8.7    1014.5         87         7 5.616E-02
  37357200      1.9         50        11   1013.5         82         7 6.588E-02
  37368000      0.5        280        12   1011.5         88         7 7.452E-02
  37378800         1       310     12.6    1009.7         86         7 1.501E-01
  37389600      4.9        320     11.7    1008.7         80         6 2.246E-01
  37400400      8.5        290     12.3    1008.9         78         7 3.002E-01
  37411200      8.5        280     10.1    1009.6         66         3 3.748E-01
  37422000      8.9        310      8.7    1010.2         68         3 4.504E-01
  37432800     11.3        300      8.2    1011.4         70         3 5.249E-01
  37443600      7.9        330      9.9    1013.2         58         2 6.005E-01
  37454400     13.9        340     11.7    1011.6         45         2 6.750E-01
  37465200      8.6        320     11.1    1010.3         47         7 6.534E-01
  37476000      1.4        320      9.2    1010.3         55         8 6.307E-01
  37486800      1.7        170      8.4    1009.8         77         8 6.091E-01
  37497600      1.3        150      8.8    1007.4         71         8 5.875E-01
  37508400         4       120     10.1    1003.4         93         8 5.659E-01
  37519200         5       280     12.4    1000.5         94         8 5.432E-01
  37530000      1.3        300     10.5    1001.7         94         5 5.216E-01
  37540800      7.2        310     13.3    1001.8         72         6 5.000E-01
  37551600         9       290     12.5    1002.2         60         4 4.374E-01
  37562400      8.4        280     10.5    1003.5         72         1 3.748E-01
  37573200      6.4        280        10   1004.3         76         3 3.121E-01
  37584000      4.8        270     10.2    1003.5         77         1 2.495E-01
  37594800      8.8        280      9.7    1002.9         72         1 1.879E-01
  37605600     10.2        280      9.8    1003.3         72         0 1.253E-01
  37616400      5.7        320     10.6    1005.8         67         5 6.264E-02
  37627200     10.2        290     12.8    1005.7         57         3 0.000E+00
  37638000     11.7        300     12.1    1006.5         59         3 0.000E+00
  37648800      7.5        300      9.5    1008.8         71         5 0.000E+00
  37659600      5.8        320      7.7    1010.2         75         1 0.000E+00
  37670400     10.6        320      8.4    1010.2         68         0 0.000E+00
  37681200     10.2        320      8.2       1011        69         0 0.000E+00
  37692000     10.2        340      8.3    1011.4         72         0 0.000E+00
  37702800     13.4        330      9.7    1012.9         65         2 0.000E+00
  37713600     14.6        340        11   1013.4         58         1 0.000E+00
  37724400     16.3        340     10.2       1013        57         1 0.000E+00
  37735200     17.4        340      8.5    1014.3         66         1 0.000E+00
  37746000     13.7        340         7   1015.2         63         0 0.000E+00
  37756800     10.5        340      6.9    1016.4         64         7 0.000E+00
  37767600      4.2        350      5.9    1017.7         64         6 0.000E+00
  37778400      3.4        350      4.3    1019.5         70         2 0.000E+00
  37789200      3.7         20      6.3    1021.1         66         0 0.000E+00
  37800000      7.8        340        10   1020.9         53         0 0.000E+00
  37810800      6.6        330      8.6    1020.4         60         0 0.000E+00
  37821600      3.5         10      5.2    1021.4         69         0 0.000E+00
  37832400      0.7         50      2.6    1022.6         78         0 0.000E+00
  37843200      6.1         10      2.1    1022.7         80         0 0.000E+00
  37854000      5.1         10         1   1022.6         77         0 0.000E+00
  37864800      3.4         20     -0.3    1023.2         80         0 0.000E+00
  37875600      1.8         10      3.9    1024.4         65         0 0.000E+00
  37886400      2.5        300     10.2    1024.2         44         1 0.000E+00
  37897200      2.9        300     11.2    1024.1         50         0 0.000E+00
  37908000      2.2        150      5.4    1025.2         76         0 0.000E+00
  37918800      0.7        130      1.8    1025.4         87         0 0.000E+00
  37929600      1.3        160     -0.3    1025.6         89         0 0.000E+00
  37940400      1.4        170        -1   1024.5         91         0 0.000E+00
  37951200         1       150     -1.7    1023.4         92         0 0.000E+00
  37962000      1.4         20      2.4    1022.3         90         3 0.000E+00
  37972800         4       330      7.9    1019.9         60         1 0.000E+00
  37983600      4.7        320      8.3    1017.5         63         4 0.000E+00
  37994400      2.2         10      3.2    1017.6         78         6 0.000E+00
  38005200      1.5        150      1.7    1018.6         85         3 0.000E+00
  38016000      2.2        140      2.1    1018.2         88         5 0.000E+00
  38026800      3.4        340      4.4    1016.6         79         8 0.000E+00
  38037600      5.5        360      3.7    1015.7         71         7 0.000E+00
  38048400      8.1        120      7.7    1016.6         66         7 0.000E+00
